"addr1";"addr2";"areacode";"booktour";"cat1";"cat2";"cat3";"contentid";"contenttypeid";"createdtime";"firstimage";"firstimage2";"cpyrhtDivCd";"mapx";"mapy";"mlevel";"modifiedtime";"sigungucode";"tel";"title";"zipcode";"visitNo"
"공주시 우성면 성곡길 371";"";"34";"0";"A02";"A0201";"A02010800";"126546";"12";"20030128090000";"http://tong.visitkorea.or.kr/cms/resource/50/216650_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/50/216650_image3_1.jpg";"Type3";"127.0716696457";"36.5073226694";"6";"20231208103722";"1";"";"성곡사";"32531";0
"단양군 영춘면 남천계곡로 375";"(영춘면)";"33";"0";"A01";"A0101";"A01010900";"126561";"12";"20030901090000";"http://tong.visitkorea.or.kr/cms/resource/62/3064162_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/62/3064162_image3_1.jpg";"Type3";"128.5107838513";"37.0431012880";"6";"20231210110307";"2";"";"남천계곡";"27020";0
"문경시 가은읍 용추길 31-35";"";"35";"0";"A01";"A0101";"A01010400";"126569";"12";"20040213090000";"http://tong.visitkorea.or.kr/cms/resource/02/3041902_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/02/3041902_image3_1.jpg";"Type3";"127.9619992227";"36.6709532203";"6";"20231116153303";"7";"";"대야산";"36993";0
"양천구 남부순환로64길 20";"";"1";"0";"A02";"A0202";"A02020700";"1265735";"12";"20110428003448";"http://tong.visitkorea.or.kr/cms/resource/15/2611715_image2_1.bmp";"http://tong.visitkorea.or.kr/cms/resource/15/2611715_image2_1.bmp";"Type3";"126.8300634330";"37.5274172505";"6";"20230610074909";"19";"";"서서울호수공원";"07916";0
"창녕군 창녕읍 화왕산관룡사길 171";"(창녕읍)";"36";"0";"A02";"A0201";"A02010800";"126575";"12";"20040217090000";"http://tong.visitkorea.or.kr/cms/resource/28/2563128_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/28/2563128_image3_1.jpg";"Type3";"128.5534645773";"35.5319601845";"6";"20231120152505";"15";"";"관룡사";"50335";0
"거제시 남부면 명사해수욕장길";"";"36";"0";"A01";"A0101";"A01011200";"126577";"12";"20040119090000";"http://tong.visitkorea.or.kr/cms/resource/33/3077233_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/33/3077233_image3_1.jpg";"Type3";"128.6047816783";"34.7272513743";"6";"20231229155550";"1";"";"명사해수욕장";"53333";0
"밀양시 상동면 안인리";"";"36";"0";"A02";"A0202";"A02020700";"126599";"12";"20040130090000";"http://tong.visitkorea.or.kr/cms/resource/04/2486504_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/04/2486504_image2_1.jpg";"Type3";"128.7660123080";"35.5428239690";"6";"20230802203327";"7";"";"상동 빈지소";"50409";0
"영월군 엄둔길 38";"";"32";"0";"A01";"A0101";"A01010400";"126601";"12";"20060509090000";"http://tong.visitkorea.or.kr/cms/resource/91/175591_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/91/175591_image3_1.jpg";"Type3";"128.2361869928";"37.3017746722";"6";"20231115152652";"8";"";"구봉대산";"26201";0
"보성군 문덕면 죽산길 506-8";"(문덕면)";"38";"0";"A02";"A0201";"A02010800";"126612";"12";"20031107090000";"http://tong.visitkorea.or.kr/cms/resource/46/1609446_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/46/1609446_image3_1.jpg";"Type3";"127.1328210732";"34.9614272040";"6";"20230802211458";"10";"";"대원사(보성)";"59401";0
"무안군 해제면";"";"38";"0";"A01";"A0101";"A01011400";"126617";"12";"20060628090000";"http://tong.visitkorea.or.kr/cms/resource/91/824691_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/91/824691_image3_1.jpg";"Type3";"126.3464690952";"35.1566586763";"6";"20240123142600";"9";"";"도리포";"58503";0
"구례군 마산면 화엄사로 539";"";"38";"0";"A02";"A0202";"A02020200";"126632";"12";"20031111090000";"http://tong.visitkorea.or.kr/cms/resource/04/3016504_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/04/3016504_image2_1.jpg";"Type3";"127.4977425065";"35.2573140182";"6";"20230927113619";"5";"";"구례 관광특구";"57616";0
"인제군 북면 설악로";"";"32";"0";"A01";"A0101";"A01010400";"126643";"12";"20030929090000";"http://tong.visitkorea.or.kr/cms/resource/91/3042591_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/91/3042591_image3_1.jpg";"Type3";"128.3415306083";"38.1196152453";"6";"20231117113215";"10";"";"대승령과 대승폭포";"24607";0
"문경시 문경읍 온천2길 24";"";"35";"0";"A02";"A0202";"A02020300";"126647";"12";"20040213090000";"http://tong.visitkorea.or.kr/cms/resource/84/1958784_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/84/1958784_image3_1.jpg";"Type3";"128.1091343918";"36.7300491533";"6";"20231101164906";"7";"";"문경종합온천";"36918";0
"정읍시 덕천면 동학로 742";"";"37";"";"A02";"A0207";"A02070200";"1266490";"15";"20110428225912";"http://tong.visitkorea.or.kr/cms/resource/01/3112201_image2_1.png";"http://tong.visitkorea.or.kr/cms/resource/01/3112201_image3_1.png";"Type3";"126.8300531282";"35.6318490114";"6";"20240329170958";"13";"063-538-1894";"동학농민혁명기념제";"56149";0
"단양군 단성면 가산리";"(단성면)";"33";"0";"A01";"A0101";"A01010400";"126653";"12";"20030507090000";"http://tong.visitkorea.or.kr/cms/resource/22/176522_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/22/176522_image3_1.jpg";"Type3";"128.3131680804";"36.8564190057";"6";"20240201115759";"2";"";"도락산";"27026";0
"단양군 단성면 선암계곡로 1337";"";"33";"0";"A01";"A0101";"A01010900";"126654";"12";"20030901090000";"http://tong.visitkorea.or.kr/cms/resource/62/2671562_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/62/2671562_image3_1.jpg";"Type3";"128.3094058138";"36.9079769088";"6";"20240419163638";"2";"";"선암계곡(하선암)";"27026";0
"단양군 단양읍 다리안로 528-10";"";"33";"0";"A01";"A0101";"A01010900";"126655";"12";"20031106090000";"http://tong.visitkorea.or.kr/cms/resource/57/3081057_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/57/3081057_image3_1.jpg";"Type3";"128.4202192843";"36.9635587162";"6";"20240112174628";"2";"";"다리안계곡";"27024";0
"평창군 대화면 금당계곡로 766-2";"";"32";"0";"A01";"A0101";"A01010900";"126656";"12";"20030925090000";"http://tong.visitkorea.or.kr/cms/resource/45/1177245_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/45/1177245_image3_1.jpg";"Type3";"128.3942007364";"37.4824623569";"6";"20240123170741";"15";"";"금당계곡";"25357";0
"통영시 봉수돌샘길 115";"(봉평동)";"36";"0";"A01";"A0101";"A01010400";"126659";"12";"20030929090000";"http://tong.visitkorea.or.kr/cms/resource/88/2367588_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/88/2367588_image3_1.jpg";"Type3";"128.4155178715";"34.8219985169";"6";"20230703171951";"17";"";"미륵산(통영)";"53078";0
"부평구 부평대로 166 원평빌딩";"";"2";"";"A02";"A0207";"A02070100";"1266642";"15";"20110428235859";"http://tong.visitkorea.or.kr/cms/resource/88/2830088_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/88/2830088_image3_1.jpg";"Type3";"126.7216155851";"37.5061983460";"6";"20240206130654";"6";"032-509-7516";"부평풍물대축제";"21354";0
"남원시 운봉읍 바래봉길 196";"";"37";"0";"A01";"A0101";"A01010400";"126675";"12";"202401181743";"http://tong.visitkorea.or.kr/cms/resource/14/2617914_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/14/2617914_image3_1.jpg";"Type3";"127.5779950277";"35.4224551030";"6";"20240118174312";"4";"";"바래봉";"55717";0
"완주군 동상면 대아리";"";"37";"0";"A01";"A0101";"A01010900";"126684";"12";"202401181743";"http://tong.visitkorea.or.kr/cms/resource/84/3061384_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/84/3061384_image3_1.jpg";"Type3";"127.2860868374";"35.9783508013";"6";"20240118174312";"8";"";"동상운장산계곡";"55344";0
"태안군 안면읍 승언리";"";"34";"0";"A01";"A0101";"A01011200";"126695";"12";"20030701090000";"http://tong.visitkorea.or.kr/cms/resource/06/2649006_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/06/2649006_image3_1.jpg";"Type3";"126.3346639477";"36.5013661578";"6";"20240417174647";"14";"";"꽃지해수욕장";"32166";0
"인제군 기린면 현리";"";"32";"0";"A01";"A0101";"A01010900";"126697";"12";"20030812090000";"http://tong.visitkorea.or.kr/cms/resource/52/1841952_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/52/1841952_image3_1.jpg";"Type3";"128.3142607500";"37.9420131524";"6";"20231117120225";"10";"";"방동계곡";"24657";0
"옹진군 자월면 이작리";"";"2";"0";"A01";"A0101";"A01011300";"126700";"12";"20031208090000";"http://tong.visitkorea.or.kr/cms/resource/09/2661909_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/09/2661909_image2_1.jpg";"Type3";"126.2587835301";"37.1749176125";"6";"20230628180654";"9";"";"대이작도";"23128";0
"봉화군 석포면 백천길";"";"35";"0";"A01";"A0101";"A01010900";"126702";"12";"20040213090000";"http://tong.visitkorea.or.kr/cms/resource/51/221651_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/51/221651_image3_1.jpg";"Type3";"128.9835048018";"37.0668242488";"6";"20230922165011";"8";"";"백천계곡";"36271";0
"김포시 월곶면 문수산로 102-38";"";"31";"0";"A01";"A0101";"A01010600";"126703";"12";"20030609090000";"http://tong.visitkorea.or.kr/cms/resource/55/1589355_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/55/1589355_image3_1.jpg";"Type3";"126.5308515501";"37.7378152245";"6";"20240315130950";"8";"";"문수산산림욕장";"10000";0
"부천시 소향로 162";"";"31";"0";"A02";"A0202";"A02020700";"126704";"12";"20031106090000";"http://tong.visitkorea.or.kr/cms/resource/55/3077155_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/55/3077155_image3_1.jpg";"Type3";"126.7636924594";"37.5005914109";"6";"20240118163428";"11";"";"부천 중앙공원";"14584";0
"서산시 팔봉면 고파도2길 10";"";"34";"0";"A01";"A0101";"A01011300";"126706";"12";"20030723090000";"http://tong.visitkorea.or.kr/cms/resource/71/2537971_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/71/2537971_image2_1.jpg";"Type3";"126.3359808063";"36.9107356409";"6";"20230307155155";"7";"";"고파도";"31926";0
"화성시 장안면";"수촌리~우정읍 이화리";"31";"0";"A01";"A0101";"A01011700";"126707";"12";"20020430090000";"http://tong.visitkorea.or.kr/cms/resource/39/3031639_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/39/3031639_image3_1.JPG";"Type3";"126.8157344806";"37.0154818785";"6";"20231106120311";"31";"";"남양호(남양황라)";"445-940,1";0
"화성시 남양읍 남양성지로 112";"";"31";"0";"A02";"A0201";"A02010900";"126709";"12";"20031128090000";"http://tong.visitkorea.or.kr/cms/resource/07/2480807_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/07/2480807_image2_1.jpg";"Type3";"126.8167597346";"37.2049627571";"6";"20230927083401";"31";"";"남양성모성지";"18260";0
"남해군 남해읍 남해대로 2745";"";"36";"0";"A02";"A0206";"A02060200";"1267091";"14";"20110429193035";"http://tong.visitkorea.or.kr/cms/resource/03/2550603_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/03/2550603_image2_1.JPG";"Type3";"127.8992182207";"34.8319605048";"6";"20230119152908";"5";"";"남해유배문학관";"52427";0
"영월군 영월읍 정양리 451";"";"32";"0";"A01";"A0101";"A01010400";"126710";"12";"20060509090000";"http://tong.visitkorea.or.kr/cms/resource/06/1841606_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/06/1841606_image3_1.jpg";"Type3";"128.4969260372";"37.1618151571";"6";"20231115155929";"8";"";"계족산(영월)";"26231";0
"과천시 대공원광장로 102";"";"31";"0";"A02";"A0202";"A02020600";"126712";"12";"20031007090000";"http://tong.visitkorea.or.kr/cms/resource/93/2678593_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/93/2678593_image3_1.jpg";"Type3";"127.0171158655";"37.4278904825";"6";"20230912143622";"3";"";"서울대공원";"13829";1478902
"무주군 설천면 만선로 185";"(설천면)";"37";"0";"A02";"A0202";"A02020200";"126718";"12";"20031209090000";"http://tong.visitkorea.or.kr/cms/resource/66/2003266_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/66/2003266_image2_1.JPG";"Type3";"127.7313940660";"35.8897992986";"6";"20240118102534";"5";"";"무주덕유산리조트";"55556";0
"과천시 광명로 181";"(막계동)";"31";"0";"A02";"A0202";"A02020600";"126719";"12";"20031113090000";"http://tong.visitkorea.or.kr/cms/resource/51/2601251_image2_1.bmp";"http://tong.visitkorea.or.kr/cms/resource/51/2601251_image2_1.bmp";"Type3";"127.0188988734";"37.4336870644";"6";"20230919141441";"3";"";"서울랜드";"13829";1332898
"고성군 거진읍";"";"32";"0";"A01";"A0101";"A01011200";"126727";"12";"20030710090000";"http://tong.visitkorea.or.kr/cms/resource/92/3070092_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/92/3070092_image3_1.jpg";"Type3";"128.4628018416";"38.4215018437";"6";"20231215105212";"2";"";"반암해변";"24723";0
"서귀포시 성산읍 제성로";"";"39";"0";"A01";"A0101";"A01010400";"126731";"12";"20031114090000";"http://tong.visitkorea.or.kr/cms/resource/39/3023639_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/39/3023639_image3_1.jpg";"Type3";"126.8809960343";"33.4498916019";"6";"20231024143939";"3";"";"남제주 억새오름길";"63630";0
"양양군 현남면 매바위길 138";"";"32";"0";"A01";"A0101";"A01011400";"126738";"12";"20031117090000";"http://tong.visitkorea.or.kr/cms/resource/15/2746915_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/15/2746915_image3_1.jpg";"Type3";"128.7871622863";"37.9449469437";"6";"20230703083955";"7";"";"남애항";"25057";0
"중구 퇴계로34길 28";"(필동2가)";"1";"1";"A02";"A0201";"A02010600";"126747";"12";"20040216090000";"http://tong.visitkorea.or.kr/cms/resource/62/1946562_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/62/1946562_image3_1.jpg";"Type3";"126.9940059289";"37.5591248302";"6";"20240321172220";"24";"";"남산골한옥마을";"04626";1155773
"정선군 사북읍 지장천로 436-27";"(2코스), 남면, 영월군 중동면 직동리";"32";"0";"A01";"A0101";"A01010400";"126751";"12";"20040212090000";"http://tong.visitkorea.or.kr/cms/resource/95/2600795_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/95/2600795_image2_1.jpg";"Type3";"128.7541848542";"37.2112754783";"6";"20231122175850";"11";"";"두위봉";"26153";0
"제천시 수산면 능강리";"산30-4";"33";"0";"A01";"A0101";"A01010900";"126755";"12";"20070914090000";"http://tong.visitkorea.or.kr/cms/resource/68/3062568_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/68/3062568_image3_1.jpg";"Type3";"128.1975635304";"36.9873740369";"6";"20231208100612";"7";"";"능강계곡, 얼음골";"27218";0
"산청군 신안면 수월로";"";"36";"0";"A01";"A0101";"A01010900";"126758";"12";"20040202090000";"http://tong.visitkorea.or.kr/cms/resource/49/1611449_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/49/1611449_image3_1.jpg";"Type3";"127.9478470804";"35.3724978179";"6";"20231103161048";"9";"";"선유동계곡(산청)";"666-963,2";0
"단양군 매포읍 삼봉로 644-13";"";"33";"0";"A02";"A0205";"A02050300";"126766";"12";"20020422090000";"http://tong.visitkorea.or.kr/cms/resource/44/567044_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/44/567044_image3_1.jpg";"Type3";"128.3417752212";"37.0007696372";"6";"20230922150647";"2";"";"도담삼봉 음악분수";"27008";0
"구례군 마산면 사도리";"상사마을";"38";"0";"A01";"A0101";"A01011000";"126767";"12";"20030925090000";"http://tong.visitkorea.or.kr/cms/resource/08/169508_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/08/169508_image3_1.jpg";"Type3";"127.4994767741";"35.2151826888";"6";"20230724172039";"5";"";"당몰샘";"542-852,3";0
"무주군 무풍면 구천동로";"";"37";"0";"A01";"A0101";"A01011000";"126768";"12";"202401181743";"http://tong.visitkorea.or.kr/cms/resource/46/711846_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/46/711846_image3_1.jpg";"Type3";"127.8105208960";"35.8707862030";"6";"20240118174312";"5";"";"무주 신풍령약수터";"55563";0
"창원시 의창구 북면 마산길72번길";"일대";"36";"0";"A01";"A0101";"A01010400";"126769";"12";"20030103090000";"http://tong.visitkorea.or.kr/cms/resource/14/2043314_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/14/2043314_image3_1.jpg";"Type3";"128.6324519349";"35.3340894595";"6";"20231114114029";"16";"";"백월산";"51102";0
"충주시 노은면 보련골길 78";"";"33";"0";"A01";"A0101";"A01010400";"126772";"12";"20031106090000";"http://tong.visitkorea.or.kr/cms/resource/94/177794_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/94/177794_image3_1.jpg";"Type3";"127.7658532485";"37.0512698171";"6";"20231209160607";"11";"";"보련산";"27452";0
"의령군 궁류면 평촌리 산 62";"";"36";"0";"A01";"A0102";"A01020200";"126775";"12";"20031117090000";"http://tong.visitkorea.or.kr/cms/resource/92/2486192_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/92/2486192_image2_1.jpg";"Type3";"128.2414001529";"35.4352932050";"6";"20231120112349";"12";"";"봉황대(의령)";"52115";0
"고성군 현내면 한나루로4길 1";"";"32";"0";"A01";"A0101";"A01011200";"126778";"12";"20030710090000";"http://tong.visitkorea.or.kr/cms/resource/74/3006874_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/74/3006874_image3_1.jpg";"Type3";"128.4236806136";"38.5033887400";"6";"20230905185828";"2";"";"대진1리해변";"24703";0
"고성군 죽왕면";"공현진1리";"32";"0";"A01";"A0101";"A01011200";"126787";"12";"20030710090000";"http://tong.visitkorea.or.kr/cms/resource/27/3007927_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/27/3007927_image3_1.jpg";"Type1";"128.5106302561";"38.3508443520";"6";"20230906113646";"2";"";"공현진1리해변";"24745";0
"고성군 죽왕면";"(죽왕면)";"32";"0";"A01";"A0101";"A01011200";"126788";"12";"20030710090000";"http://tong.visitkorea.or.kr/cms/resource/61/174961_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/61/174961_image3_1.jpg";"Type3";"128.5465647526";"38.2979956575";"6";"20230703081116";"2";"";"문암2리해변";"24752";0
"여주시 명성로 71";"";"31";"0";"A02";"A0201";"A02010500";"126790";"12";"20040225090000";"http://tong.visitkorea.or.kr/cms/resource/98/2590998_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/98/2590998_image2_1.jpg";"Type3";"127.6556516417";"37.2604936594";"6";"20231010141611";"20";"";"명성황후 생가";"12653";0
"수영구 민락동";"";"6";"0";"A02";"A0202";"A02020700";"126799";"12";"20031215090000";"http://tong.visitkorea.or.kr/cms/resource/17/1573617_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/17/1573617_image3_1.jpg";"Type3";"129.1331270526";"35.1546382351";"6";"20240417175754";"12";"";"민락수변공원";"48289";0
"중구 봉산문화길 38";"(봉산동)";"4";"0";"A02";"A0203";"A02030600";"126802";"12";"20040226090000";"http://tong.visitkorea.or.kr/cms/resource/20/3035820_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/20/3035820_image3_1.jpg";"Type3";"128.5980293412";"35.8618042938";"6";"20231110101132";"8";"";"봉산문화거리";"41959";0
